DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0071840,BP,e,cellular component organization or biogenesis,145/855,180/1304,2.86E-06,2,145,0.000308,"AC005779.2, ACTN4, AKAP8, AKT1S1, AKT2, ANGPTL4, AP1M1, AP2A1, AP2S1, AP3D1, APOC2, APOC4-APOC2, APOE, ARHGAP35, ARHGEF18, ASF1B, ATCAY, ATP8B3, B9D2, BAX, BBC3, BLOC1S3, BRD4, CACNA1A, CALR, CAMSAP3, CCDC105, CCDC114, CEP89, CHAF1A, CIRBP, CLPP, CNN1, CNN2, COL5A3, COLGALT1, COMP, COPE, CRB3, CRTC1, CYTH2, DAPK3, DHPS, DMPK, DNAAF3, DNMT1, EFNA2, EHD2, EIF3G, ELANE, ERCC1, ERCC2, FCHO1, FOXA3, FUZ, GEMIN7, GPX4, GSK3A, HAUS8, HMG20B, HOOK2, HPN, ICAM1, INSR, IZUMO1, KCNA7, KCNC3, KDM4B, KLF1, KLK2, KLK8, KPTN, LIG1, LONP1, LSM14A, LTBP4, MAP1S, MAP2K2, MARK4, MAST1, MBD3, MUM1, MYH14, MYO9B, NACC1, NAPA, NCAN, NDUFA13, NDUFS7, NLRP5, NRTN, NUMBL, NUP62, OPA3, PAK4, PALM, PEX11G, PIH1D1, PIP5K1C, POLD1, PPP5C, PRKCSH, PRMT1, PRPF31, PSPN, PTPRS, PVR, PVRL2, RAB3A, RAB8A, RPL13A, RPL18, RPL18A, RPL28, RPS15, RPS28, RPS9, RPSAP58, RRAS, RUVBL2, SAFB, SF3A2, SHANK1, SHKBP1, SIRT2, SLC7A9, SMARCA4, SNRPD2, SPTBN4, STK11, STX10, SUPT5H, SYCE2, TDRD12, TGFB1, THEG, TIMM50, TPGS1, TRIP10, TSSK6, TUBB4A, TYROBP, UBA52, UNC13A, VASP"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0009653,BP,e,anatomical structure morphogenesis,46/855,49/1304,3.98E-06,2,46,0.00042,"ACP5, AES, APOE, AXL, BAX, BSG, CACNA1A, CARM1, COMP, CRX, DKKL1, FUZ, GAMT, GATAD2A, GSK3A, HPN, INSR, KLF2, KLK8, LIG1, MAP1S, MYO9B, NFIC, NLRP5, NUMBL, OPA3, PIP5K1C, PNPLA6, PPP1R13L, PRKD2, PSPN, PVRL2, RAB3A, RAB8A, RASIP1, RYR1, SHANK1, SMARCA4, SPTBN4, STK11, TEAD2, TGFB1, TLE2, TNNI3, TSHZ3, ZNF358"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0032502,BP,e,developmental process         ,171/855,217/1304,4.98E-06,1,171,0.000517,"AC010646.3, ACER1, ACP5, ACSBG2, AES, AKT2, AMH, ANGPTL4, ANGPTL6, APBA3, APOE, ARHGAP35, ASF1B, ATF5, AXL, BAX, BLOC1S3, BSG, BST2, C19orf57, C19orf68, C19orf80, C5AR1, CACNA1A, CACTIN, CALR, CALR3, CARM1, CASP14, CATSPERD, CATSPERG, CEACAM1, CHERP, CHST8, CLC, CLPTM1, CNN2, CNOT3, COL5A3, COMP, CRLF1, CRX, DAPK3, DAZAP1, DBP, DKKL1, DLL3, DNASE2, ECSIT, EFNA2, ELAVL1, ELAVL3, ELL, EPN1, EPOR, ERCC1, ERCC2, ERF, FGF22, FKBP8, FLT3LG, FOSB, FOXA3, FSTL3, FUZ, FZR1, GADD45B, GAMT, GATAD2A, GIPR, GNA11, GNG8, GPI, GPX4, GSK3A, GYS1, HMG20B, HPN, ICAM1, INSL3, INSR, JAK3, JUNB, JUND, KEAP1, KLF1, KLF2, KLK8, LHB, LIG1, LONP1, LRG1, LSM14A, LSR, LTBP4, MADCAM1, MAP1S, MARK4, MATK, MBD3, MEF2B, MEF2BNB, MEF2BNB-MEF2B, MEGF8, MKNK2, MYO9B, NANOS2, NANOS3, NAPA, NFIC, NFIX, NLRP5, NOTCH3, NPAS1, NR2F6, NRTN, NTF4, NUMBL, ONECUT3, OPA3, PALM, PCSK4, PIP5K1C, PNPLA6, POU2F2, PPP1R13L, PRKACA, PRKCSH, PRKD2, PRMT1, PRTN3, PSPN, PTPRS, PVRL2, RAB3A, RAB8A, RASGRP4, RASIP1, RELB, RETN, RYR1, SEMA6B, SH3GL1, SHANK1, SIN3B, SIX5, SMARCA4, SPHK2, SPTBN4, STK11, TCF3, TDRD12, TEAD2, TGFB1, THEG, TLE2, TNFSF9, TNNI3, TPGS1, TSHZ3, TSSK6, UBA52, UNC13A, VASP, WDR18, XAB2, ZBTB7A, ZGLP1, ZNF296, ZNF358, ZNF541"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0006793,BP,e,phosphorus metabolic process  ,65/855,75/1304,2.93E-05,3,65,0.00277,"AC006486.9, AC011530.4, ACP5, AKT2, ATP5D, AXL, BRD4, CALM3, CKM, CSNK1G2, DAPK3, DMPK, ERCC2, GCDH, GMFG, GPI, GPX4, GSK3A, HIPK4, IL12RB1, ILF3, INSR, ISYNA1, ITPKC, JAK3, LMTK3, MAP2K2, MAP3K10, MAP4K1, MARK4, MAST1, MAST3, MATK, MKNK2, NMRK2, PAK4, PDE4A, PDE4C, PGLS, PIK3R2, PIP5K1C, PKN1, PLA2G4C, PLD3, PLK5, PNKP, PNPLA6, PPP5C, PRKACA, PRKCG, PRKD2, PTPRS, RP11-618P17.4, SLC27A1, SLC44A2, SPHK2, STK11, SULT2A1, SULT2B1, TECR, TGFB1, TIMM50, TSSK6, TYK2, WDR87"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0006796,BP,e,phosphate-containing compound metabolic process,65/855,75/1304,2.93E-05,4,65,0.00277,"AC006486.9, AC011530.4, ACP5, AKT2, ATP5D, AXL, BRD4, CALM3, CKM, CSNK1G2, DAPK3, DMPK, ERCC2, GCDH, GMFG, GPI, GPX4, GSK3A, HIPK4, IL12RB1, ILF3, INSR, ISYNA1, ITPKC, JAK3, LMTK3, MAP2K2, MAP3K10, MAP4K1, MARK4, MAST1, MAST3, MATK, MKNK2, NMRK2, PAK4, PDE4A, PDE4C, PGLS, PIK3R2, PIP5K1C, PKN1, PLA2G4C, PLD3, PLK5, PNKP, PNPLA6, PPP5C, PRKACA, PRKCG, PRKD2, PTPRS, RP11-618P17.4, SLC27A1, SLC44A2, SPHK2, STK11, SULT2A1, SULT2B1, TECR, TGFB1, TIMM50, TSSK6, TYK2, WDR87"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0048856,BP,e,anatomical structure development,123/855,156/1304,0.000151,2,123,0.0123,"AC010646.3, ACER1, ACSBG2, AES, AMH, APBA3, APOE, ARHGAP35, ASF1B, ATF5, AXL, BAX, BLOC1S3, BSG, BST2, C19orf57, C19orf68, C5AR1, CACNA1A, CACTIN, CASP14, CATSPERD, CATSPERG, CHERP, CHST8, CLC, CLPTM1, CNN2, COL5A3, COMP, CRLF1, CRX, DAZAP1, DBP, DLL3, EFNA2, ELAVL1, ELAVL3, ELL, EPN1, EPOR, ERCC1, ERCC2, ERF, FKBP8, FLT3LG, FOSB, FOXA3, FSTL3, FUZ, GADD45B, GATAD2A, GIPR, GNA11, GNG8, GPX4, GSK3A, GYS1, HPN, ICAM1, INSL3, INSR, JUNB, JUND, KEAP1, KLF1, KLF2, LHB, LSM14A, LSR, LTBP4, MADCAM1, MAP1S, MARK4, MATK, MBD3, MEF2B, MEF2BNB, MEF2BNB-MEF2B, MEGF8, MKNK2, NANOS2, NANOS3, NAPA, NFIX, NLRP5, NOTCH3, NPAS1, NR2F6, NRTN, NTF4, NUMBL, ONECUT3, PPP1R13L, PRKCSH, PRMT1, PSPN, PTPRS, PVRL2, RAB3A, RYR1, SEMA6B, SH3GL1, SIN3B, SIX5, SMARCA4, SPHK2, STK11, TCF3, TEAD2, TGFB1, THEG, TNNI3, TPGS1, TSHZ3, TSSK6, UBA52, WDR18, XAB2, ZBTB7A, ZGLP1, ZNF358, ZNF541"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0032501,BP,e,multicellular organismal process,137/855,176/1304,0.000169,1,137,0.0136,"AC005779.2, ACSBG2, ACTN4, AES, APBA3, APOC2, APOC4-APOC2, APOE, ARHGAP35, ASF1B, ATF5, AXL, AZU1, BAX, BBC3, BEST2, BLOC1S3, BSG, BST2, C19orf57, C19orf68, C5AR1, CACNA1A, CACTIN, CALM3, CASP14, CATSPERD, CATSPERG, CDKN2D, CFD, CLC, CLPTM1, CNFN, CRX, CYP4F12, CYP4F2, DLL3, DOCK6, EFNA2, EHD2, ELAVL1, ELL, EML2, EPN1, EPOR, ERCC1, ERCC2, ERF, FCGRT, FKBP8, FOSB, FOXA3, FSTL3, FUZ, GADD45B, GAMT, GATAD2A, GFY, GNA11, GNA15, GNG7, GP6, GPI, GPX4, GRIN2D, HCN2, HMG20B, HPN, ICAM1, INSL3, IRF3, IZUMO1, JSRP1, JUNB, KEAP1, KLF1, KLF2, KLK8, KPTN, LDLR, LSM14A, LSR, LTBP4, MADCAM1, MBD3, MEGF8, MYBPC2, NANOS2, NANOS3, NLRP5, NOTCH3, NPAS1, NTF4, OPA3, OR7A5, PDE4A, PIK3R2, PLA2G4C, PLAUR, PPP1R13L, PRKACA, PRKCG, PRKCSH, PRMT1, PSPN, PTGIR, RAB3A, RASIP1, RDH8, RYR1, S1PR2, SEMA6B, SHANK1, SLC7A9, SLC8A2, SMARCA4, SPTBN4, SULT2A1, TBXA2R, TGFB1, THEG, TIMM13, TNNI3, TNNT1, TPGS1, TPM4, TSHZ3, TSSK6, TULP2, UBA52, UNC13A, VAV1, WDR18, ZBTB7A, ZGLP1, ZNF358, ZNF541"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0000375,BP,e,"RNA splicing, via transesterification reactions",21/855,21/1304,0.000229,9,21,0.018,"CACTIN, DDX39A, GEMIN7, GPATCH1, GTF2F1, HNRNPL, HNRNPM, HNRNPUL1, KHSRP, LSM7, POLR2E, PRPF31, PTBP1, SF3A2, SNRNP70, SNRPA, SNRPD2, SUGP1, U2AF2, WDR83, XAB2"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0006082,BP,e,organic acid metabolic process,31/855,33/1304,0.000258,3,31,0.0198,"ACSBG2, ALKBH7, BCAT2, BCKDHA, BSG, C3, CACNA1A, CKM, CPT1C, CTC-360G5.8, CYP4F12, CYP4F2, CYP4F3, ECH1, ETHE1, FARSA, GAMT, GCDH, GPI, GPX4, MRI1, PEPD, PLA2G4C, PRODH2, RP11-618P17.4, SARS2, SLC27A1, SLC7A9, SULT2A1, SULT2B1, TECR"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0051094,BP,e,positive regulation of developmental process,34/855,37/1304,0.000311,4,34,0.0232,"ANGPTL4, AP3D1, APOE, AXL, BAX, C3, CALR, CARM1, CRX, DKKL1, EHD2, FLT3LG, FOXA3, HMG20B, IL12RB1, INSR, JUNB, JUND, LPHN1, LRRC4B, MAMSTR, NUMBL, PALM, PRKD2, RETN, RRAS, SHANK1, SPTBN4, STK11, TBXA2R, TCF3, TGFB1, TNFSF9, TSHZ3"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0044281,BP,e,small molecule metabolic process,94/855,117/1304,0.000328,2,94,0.0242,"ACER1, ACP5, ACSBG2, AKT2, ALKBH7, ANGPTL4, APOC2, APOC4-APOC2, APOE, ATP5D, B3GNT3, BCAT2, BCKDHA, BLVRB, BSG, C19orf80, C3, CACNA1A, CALM3, CARM1, CD320, CERS1, CERS4, CKM, CPT1C, CSNK1G2, CTC-360G5.8, CYP2B6, CYP2F1, CYP4F12, CYP4F2, CYP4F3, DNM2, ECH1, ERCC2, ETHE1, FARSA, FDX1L, FUT1, FUT5, FUT6, GAMT, GCDH, GNG7, GNG8, GPI, GPX4, GYS1, ISYNA1, ITPKC, LDLR, LHB, MAN2B1, MRI1, NCAN, NDUFA11, NDUFA13, NDUFA7, NDUFB7, NDUFS7, NMRK2, NOSIP, NUP62, OAZ1, PDE4A, PDE4C, PEPD, PGLS, PIK3R2, PIP5K1C, PLA2G4C, PLD3, POLD1, PPAP2C, PRKACA, PRODH2, QTRT1, RDH8, RP11-618P17.4, SARS2, SIN3B, SLC27A1, SLC44A2, SLC5A5, SLC7A9, SPHK2, STK11, SULT2A1, SULT2B1, SYT5, TECR, TGFB1, UQCR11, WDR87"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0048522,BP,e,positive regulation of cellular process,139/855,180/1304,0.000365,4,139,0.0263,"AC005779.2, ACTN4, AES, AKT2, AP3D1, APOC2, APOC4-APOC2, APOE, ARHGEF18, ARID3A, AXL, AZU1, BAX, BBC3, BLOC1S3, BRD4, BST2, C3, C5AR1, CALM3, CALR, CARM1, CC2D1A, CDC34, CHERP, CIRBP, CNOT3, CRLF1, CRTC1, CRX, DAPK3, DBP, DHPS, DKKL1, DNM2, DNMT1, EBI3, EHD2, ELANE, ELAVL1, ELL, ERCC2, EXOSC5, FCER2, FKBP8, FLT3LG, FOXA3, FSTL3, FZR1, GADD45B, GIPC1, GIPR, GRIK5, GSK3A, GTF2F1, HCST, HMG20B, HPN, HSPBP1, ICAM1, IFNL1, IL12RB1, ILF3, INSL3, INSR, IRF3, JAK3, JUNB, JUND, KLF1, KLF2, LDLR, LPHN1, LRRC4B, LSM14A, LSM4, LSM7, MADCAM1, MAMSTR, MAP2K2, MAP3K10, MARK4, MATK, MED16, MED25, MEIS3, MEX3D, MYO1F, NACC1, NCCRP1, NFIC, NFIX, NFKBID, NOTCH3, NR1H2, NUMBL, NUP62, PALM, PBX4, PDCD5, PIAS4, PLK5, POU2F2, PPP5C, PRKACA, PRKCG, PRKD2, PRTN3, PTGIR, PVR, PVRL2, RASGRP4, RETN, RFXANK, RPS9, S1PR2, SAFB, SERTAD1, SHANK1, SLC27A1, SLC44A2, SMARCA4, SPHK2, STK11, SUPT5H, SYMPK, TCF3, TEAD2, TFPT, TGFB1, TICAM1, TMEM161A, TNFSF9, TSHZ3, UBA52, UNC13A, VAV1, ZGLP1, ZNF580"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0043436,BP,e,oxoacid metabolic process     ,29/855,31/1304,0.0004,4,29,0.0285,"ACSBG2, ALKBH7, BCAT2, BCKDHA, BSG, C3, CKM, CPT1C, CTC-360G5.8, CYP4F12, CYP4F2, CYP4F3, ECH1, FARSA, GAMT, GCDH, GPI, GPX4, MRI1, PEPD, PLA2G4C, PRODH2, RP11-618P17.4, SARS2, SLC27A1, SLC7A9, SULT2A1, SULT2B1, TECR"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0000377,BP,e,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",20/855,20/1304,0.000427,10,20,0.0297,"CACTIN, DDX39A, GEMIN7, GPATCH1, GTF2F1, HNRNPL, HNRNPM, HNRNPUL1, LSM7, POLR2E, PRPF31, PTBP1, SF3A2, SNRNP70, SNRPA, SNRPD2, SUGP1, U2AF2, WDR83, XAB2"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0000398,BP,e,"mRNA splicing, via spliceosome",20/855,20/1304,0.000427,11,20,0.0297,"CACTIN, DDX39A, GEMIN7, GPATCH1, GTF2F1, HNRNPL, HNRNPM, HNRNPUL1, LSM7, POLR2E, PRPF31, PTBP1, SF3A2, SNRNP70, SNRPA, SNRPD2, SUGP1, U2AF2, WDR83, XAB2"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0051179,BP,e,localization                  ,135/855,175/1304,0.000441,1,135,0.0303,"ABCA7, AC005779.2, AC006538.4, ACTN4, AKT2, ANKRD27, ANO8, AP1M1, AP1M2, AP2A1, AP2S1, AP3D1, APBA3, APOC2, APOC4-APOC2, APOE, ASNA1, ATCAY, ATG4D, ATP13A1, ATP8B3, AXL, BAX, BBC3, BEST2, BLOC1S3, CACNA1A, CALM3, CALR, CD209, CDC37, CFD, CHERP, CLEC4M, COPE, CRB3, CYTH2, DDX39A, DNM2, EHD2, ELANE, EPN1, EPS15L1, EXOC3L2, FCGRT, FCHO1, FTL, FUZ, FXYD3, GIPC1, GRIK5, GRIN2D, GRIN3B, HCN2, HOMER3, HOOK2, HPN, JSRP1, KCNA7, KCNC3, KCNJ14, KCNN1, KHSRP, KLC3, KXD1, LDLR, LRP3, LTBP4, MAP1S, MARCH2, MEX3D, MFSD12, MVB12A, MYO1F, NAPA, NDUFA13, NUP62, OLFM2, PALM, PIP5K1C, PLIN3, PRKACA, PVRL2, RAB3A, RAB3D, RAB8A, RANBP3, RINL, RPL13A, RPL18, RPL18A, RPL28, RPS15, RPS28, RPS9, RRAS, RTN2, RYR1, SCAMP4, SH3GL1, SHANK1, SLC1A5, SLC1A6, SLC25A23, SLC25A41, SLC25A42, SLC27A1, SLC35E1, SLC39A3, SLC44A2, SLC5A5, SLC6A16, SLC7A9, SLC8A2, SPTBN4, STK11, STX10, STXBP2, SYCN, TGFB1, TIMM13, TIMM44, TIMM50, TMEM38A, TNPO2, TOMM40, TPGS1, TRAPPC5, TRAPPC6A, TRIP10, U2AF2, UBA52, UNC13A, UPF1, VAV1"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0065009,BP,e,regulation of molecular function,89/855,111/1304,0.000535,2,89,0.0356,"ACTN4, AES, AKT1S1, AKT2, AMH, ANGPTL4, APBA3, APOC2, APOC4-APOC2, APOE, ARHGAP35, BAX, BBC3, BRD4, C5AR1, CACTIN, CALM3, CAMSAP3, CARD8, CARM1, CDC37, CDKN2D, CNTD2, CRTC1, DNM2, DOT1L, ECSIT, ELANE, ELL, ERCC2, EVI5L, FCER2, FEM1A, FOXA3, FXYD3, FZR1, GADD45B, GIPR, GMFG, GNA15, GNG7, GPI, GSK3A, HSPBP1, ICAM1, INSR, JSRP1, LMTK3, MAP2K2, MAP3K10, MED25, MLLT1, MYO9B, NFKBIB, NFKBID, NOSIP, NR1H2, NUP62, P2RY11, PALM, PIAS4, PPP1R37, PPP6R1, PRKACA, PRKCG, PRKD2, RAB3A, RASAL3, RASGRP4, RASIP1, S1PR4, SAE1, SERTAD1, SHANK1, SLC27A1, SMARCA4, STK11, TCF3, TGFB1, TICAM1, TNNI3, TSKS, UBA2, UBA52, URI1, VAV1, ZGLP1, ZNF431, ZNF675"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0016192,BP,e,vesicle-mediated transport    ,50/855,58/1304,0.000562,4,50,0.037,"ABCA7, ACTN4, ANKRD27, AP1M1, AP1M2, AP2A1, AP2S1, AP3D1, APOE, AXL, BLOC1S3, CACNA1A, CALM3, CD209, CFD, CLEC4M, COPE, CYTH2, DNM2, EHD2, ELANE, EPN1, EPS15L1, EXOC3L2, FCGRT, FCHO1, FTL, HOOK2, KXD1, LDLR, LRP3, MARCH2, MYO1F, NAPA, PIP5K1C, PLIN3, RAB3A, RAB3D, RINL, SH3GL1, SPTBN4, STX10, STXBP2, SYCN, TGFB1, TRAPPC5, TRAPPC6A, TRIP10, UBA52, VAV1"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0051234,BP,e,establishment of localization ,127/855,164/1304,0.000576,2,127,0.0375,"ABCA7, AC005779.2, AC006538.4, ACTN4, AKT2, ANKRD27, ANO8, AP1M1, AP1M2, AP2A1, AP2S1, AP3D1, APBA3, APOC2, APOC4-APOC2, APOE, ASNA1, ATCAY, ATG4D, ATP13A1, ATP8B3, AXL, BAX, BBC3, BEST2, BLOC1S3, CACNA1A, CALM3, CALR, CD209, CDC37, CFD, CHERP, CLEC4M, COPE, CYTH2, DDX39A, DNM2, EHD2, ELANE, EPN1, EPS15L1, EXOC3L2, FCGRT, FCHO1, FTL, FUZ, FXYD3, GIPC1, GRIK5, GRIN2D, GRIN3B, HCN2, HOMER3, HOOK2, HPN, KCNA7, KCNC3, KCNJ14, KCNN1, KHSRP, KLC3, KXD1, LDLR, LRP3, LTBP4, MAP1S, MARCH2, MFSD12, MVB12A, MYO1F, NAPA, NDUFA13, NUP62, OLFM2, PIP5K1C, PLIN3, PRKACA, PVRL2, RAB3A, RAB3D, RAB8A, RANBP3, RINL, RPL13A, RPL18, RPL18A, RPL28, RPS15, RPS28, RPS9, RRAS, RTN2, RYR1, SCAMP4, SH3GL1, SLC1A5, SLC1A6, SLC25A23, SLC25A41, SLC25A42, SLC27A1, SLC35E1, SLC39A3, SLC44A2, SLC5A5, SLC6A16, SLC7A9, SLC8A2, SPTBN4, STX10, STXBP2, SYCN, TGFB1, TIMM13, TIMM44, TIMM50, TMEM38A, TNPO2, TOMM40, TRAPPC5, TRAPPC6A, TRIP10, U2AF2, UBA52, UPF1, VAV1"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0048518,BP,e,positive regulation of biological process,158/855,208/1304,0.000593,3,158,0.0376,"AC005779.2, ACTN4, AES, AKT2, AMH, ANGPTL4, AP3D1, APOC2, APOC4, APOC4-APOC2, APOE, ARHGEF18, ARID3A, AXL, AZU1, BAX, BBC3, BLOC1S3, BRD4, BST2, C19orf80, C3, C5AR1, CALM3, CALR, CARD8, CARM1, CC2D1A, CDC34, CFD, CHERP, CIRBP, CNN2, CNOT3, CRLF1, CRTC1, CRX, CYP4F2, DAPK3, DBP, DHPS, DKKL1, DNM2, DNMT1, EBI3, EHD2, ELANE, ELAVL1, ELL, ERCC2, EXOSC5, FCER2, FKBP8, FLT3LG, FOXA3, FSTL3, FZR1, GADD45B, GIPC1, GIPR, GRIK5, GSK3A, GTF2F1, HCST, HMG20B, HPN, HSPBP1, ICAM1, IFNL1, IL12RB1, ILF3, INSL3, INSR, IRF3, JAK3, JUNB, JUND, KLF1, KLF2, LDLR, LPHN1, LRRC4B, LSM14A, LSM4, LSM7, MADCAM1, MAMSTR, MAP2K2, MAP3K10, MARK4, MATK, MED16, MED25, MEIS3, MEX3D, MYO1F, NACC1, NCCRP1, NFIC, NFIX, NFKBIB, NFKBID, NLRP4, NOTCH3, NR1H2, NUMBL, NUP62, PALM, PBX4, PDCD5, PIAS4, PIK3R2, PLK5, POLR2E, POU2F2, PPP5C, PRKACA, PRKCG, PRKD2, PRTN3, PTGIR, PVR, PVRL2, RAD23A, RASGRP4, RELB, RETN, RFXANK, RPS9, RRAS, S1PR2, SAFB, SERTAD1, SHANK1, SLC27A1, SLC44A2, SMARCA4, SPHK2, SPTBN4, STK11, STXBP2, SUPT5H, SYMPK, TBXA2R, TCF3, TEAD2, TFPT, TGFB1, TICAM1, TMEM161A, TNFSF9, TSHZ3, UBA52, UNC13A, VASP, VAV1, ZGLP1, ZNF580"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0044255,BP,e,cellular lipid metabolic process,43/855,49/1304,0.000595,4,43,0.0376,"ACER1, ACSBG2, ALKBH7, ANGPTL4, APOC2, APOC4-APOC2, APOE, BAX, C19orf80, C3, CARM1, CERS1, CERS4, COLGALT1, CPT1C, CSNK1G2, CYP4F12, CYP4F2, CYP4F3, DAPK3, ECH1, GCDH, GPX4, ISYNA1, LDLR, MKNK2, NR1H2, PIK3R2, PIP5K1C, PLA2G4C, PLD3, PNPLA6, PPAP2C, PRKACA, PRKD2, RDH8, SIN3B, SLC27A1, SLC44A2, SPHK2, SULT2A1, TECR, TSSK6"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0019752,BP,e,carboxylic acid metabolic process,28/855,30/1304,0.000657,5,28,0.0411,"ACSBG2, ALKBH7, BCAT2, BCKDHA, BSG, C3, CKM, CPT1C, CTC-360G5.8, CYP4F12, CYP4F2, CYP4F3, ECH1, FARSA, GAMT, GCDH, GPI, GPX4, MRI1, PEPD, PLA2G4C, PRODH2, RP11-618P17.4, SARS2, SLC27A1, SLC7A9, SULT2A1, TECR"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0042221,BP,e,response to chemical          ,77/855,95/1304,0.000723,2,77,0.0439,"AC005779.2, ACER1, ACP5, AES, AKT2, AMH, APOC2, APOC4-APOC2, APOE, ATP5D, AXL, BAX, BBC3, BLOC1S3, BSG, BST2, C5AR1, CACTIN, CALM3, CALR, CARM1, CDKN2D, CYP2F1, DAPK3, DNAJB1, DNMT1, ELANE, ERCC1, FOSB, FSTL3, GIPR, GNG7, GNG8, GPX4, GRIK5, GSK3A, HIF3A, HPN, ICAM1, IL12RB1, INSR, IRF3, JAK3, JUNB, JUND, KEAP1, KLF1, KLF2, LIG1, LONP1, MKNK2, P2RY11, PALM3, PDE4A, PPP5C, PRDX2, PRKACA, PRKCG, PTGER1, PTGIR, RAB8A, RETN, RPL13A, RYR1, SLC27A1, SLC5A5, STK11, SUPT5H, TBXA2R, TCF3, TGFB1, TICAM1, TMEM145, TMEM161A, UBA52, URI1, ZNF580"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0006810,BP,e,transport                     ,126/855,163/1304,0.000767,3,126,0.0456,"ABCA7, AC005779.2, AC006538.4, ACTN4, AKT2, ANKRD27, ANO8, AP1M1, AP1M2, AP2A1, AP2S1, AP3D1, APBA3, APOC2, APOC4-APOC2, APOE, ASNA1, ATCAY, ATG4D, ATP13A1, ATP8B3, AXL, BAX, BBC3, BEST2, BLOC1S3, CACNA1A, CALM3, CALR, CD209, CDC37, CFD, CHERP, CLEC4M, COPE, CYTH2, DDX39A, DNM2, EHD2, ELANE, EPN1, EPS15L1, EXOC3L2, FCGRT, FCHO1, FTL, FUZ, FXYD3, GIPC1, GRIK5, GRIN2D, GRIN3B, HCN2, HOMER3, HOOK2, HPN, KCNA7, KCNC3, KCNJ14, KCNN1, KHSRP, KLC3, KXD1, LDLR, LRP3, LTBP4, MAP1S, MARCH2, MFSD12, MVB12A, MYO1F, NAPA, NDUFA13, NUP62, OLFM2, PIP5K1C, PLIN3, PRKACA, RAB3A, RAB3D, RAB8A, RANBP3, RINL, RPL13A, RPL18, RPL18A, RPL28, RPS15, RPS28, RPS9, RRAS, RTN2, RYR1, SCAMP4, SH3GL1, SLC1A5, SLC1A6, SLC25A23, SLC25A41, SLC25A42, SLC27A1, SLC35E1, SLC39A3, SLC44A2, SLC5A5, SLC6A16, SLC7A9, SLC8A2, SPTBN4, STX10, STXBP2, SYCN, TGFB1, TIMM13, TIMM44, TIMM50, TMEM38A, TNPO2, TOMM40, TRAPPC5, TRAPPC6A, TRIP10, U2AF2, UBA52, UPF1, VAV1"
