DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0019222,BP,e,regulation of metabolic process,149/582,154/672,5.33e-06,3,149,0.000729,"ACIN1, ADCY4, AJUBA, AKAP6, AKT1, ALKBH1, ANG, APEX1, APOPT1, ARID4A, ATG14, ATXN3, BAG5, BATF, BAZ1A, BCL11B, BDKRB1, BDKRB2, BRF1, BRMS1L, C14orf166, C14orf39, CALM1, CCDC88C, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, CRIP1, DACT1, DICER1, DIO2, DPF3, EAPP, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FBLN5, FNTB, FOS, FOXA1, FOXG1, FOXN3, GMFB, GSC, GTF2A1, HIF1A, HOMEZ, HSP90AA1, HSPA2, IFI27, IL25, INSM2, IRF9, JDP2, MAP3K9, MAX, MMP14, MNAT1, MOAP1, MTA1, NDRG2, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NGDN, NKX2-1, NKX2-8, NPC2, NRL, OTX2, PABPN1, PAX9, PELI2, PNN, PPM1A, PPP1R36, PPP2R3C, PPP4R4, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, RALGAPA1, RBM25, RCOR1, RIPK3, RNF31, RPS29, RPS6KA5, SALL2, SAMD4A, SERPINA1, SERPINA10, SERPINA11, SERPINA12, SERPINA3, SERPINA4, SERPINA5, SERPINA6, SERPINA9, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SMEK1, SNAPC1, SNW1, SNX6, SOCS4, STRN3, SUPT16H, TBPL2, TDRD9, TGFB3, TINF2, TMX1, TRAF3, TSSK4, TTC5, VASH1, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZFYVE1, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0048519,BP,e,negative regulation of biological process,110/582,112/672,6.79e-06,3,110,0.000902,"ACIN1, AJUBA, AKT1, ALKBH1, ANG, APEX1, AREL1, ARF6, ARID4A, BAG5, BCL11B, BCL2L2, BCL2L2-PABPN1, BDKRB1, BDKRB2, CALM1, CGRRF1, CHD8, CHURC1-FNTB, CLMN, DACT1, DAD1, DHRS2, DICER1, DLK1, EAPP, ERO1L, ESR2, FNTB, FOXA1, FOXG1, FOXN3, G2E3, GMFB, GPX2, GSC, HIF1A, HNRNPC, JDP2, KIF26A, LGMN, MAP3K9, MAX, MMP14, MNAT1, NDRG2, NFKBIA, NKX2-1, NKX2-8, NUMB, PAX9, PPM1A, PPP1R13B, PPP1R36, PPP2R5C, PPP4R4, PRKCH, PRKD1, PRMT5, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, RCOR1, RGS6, RPS29, RPS6KA5, SALL2, SAMD4A, SAV1, SERPINA1, SERPINA10, SERPINA11, SERPINA12, SERPINA3, SERPINA4, SERPINA5, SERPINA6, SERPINA9, SIX1, SIX4, SLIRP, SNW1, SNX6, SOCS4, SPTB, SSTR1, STRN3, SYNJ2BP, TBPL2, TDRD9, TGFB3, TINF2, TRAF3, TRIM9, VASH1, VSX2, WARS, YLPM1, YY1, ZBTB1, ZBTB42, ZFP36L1, ZFYVE1, ZNF219"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0080090,BP,e,regulation of primary metabolic process,138/582,143/672,2.31e-05,4,138,0.00286,"ACIN1, ADCY4, AJUBA, AKAP6, AKT1, ANG, APEX1, APOPT1, ARID4A, ATXN3, BAG5, BATF, BAZ1A, BCL11B, BDKRB1, BDKRB2, BRF1, BRMS1L, C14orf166, C14orf39, CALM1, CCDC88C, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, DACT1, DICER1, DIO2, DPF3, EAPP, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FNTB, FOS, FOXA1, FOXG1, FOXN3, GMFB, GSC, GTF2A1, HIF1A, HOMEZ, HSPA2, IFI27, IL25, INSM2, IRF9, JDP2, MAP3K9, MAX, MMP14, MNAT1, MOAP1, MTA1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NGDN, NKX2-1, NKX2-8, NPC2, NRL, OTX2, PABPN1, PAX9, PELI2, PNN, PPM1A, PPP2R3C, PPP4R4, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, RALGAPA1, RBM25, RCOR1, RIPK3, RNF31, RPS6KA5, SALL2, SAMD4A, SERPINA1, SERPINA10, SERPINA11, SERPINA12, SERPINA3, SERPINA4, SERPINA5, SERPINA6, SERPINA9, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SMEK1, SNAPC1, SNW1, SNX6, SOCS4, STRN3, SUPT16H, TBPL2, TGFB3, TINF2, TMX1, TRAF3, TSSK4, TTC5, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0032502,BP,e,developmental process         ,127/582,131/672,2.31e-05,1,127,0.00286,"ACIN1, AK7, AKT1, ALDH6A1, ALKBH1, AMN, ANG, APEX1, ARF6, ARG2, ARHGAP5, ARID4A, ASB2, ATL1, ATXN3, BATF, BCL11B, BCL2L2, BCL2L2-PABPN1, C14orf39, CATSPERB, CCDC85C, CCNB1IP1, CCNK, CDKL1, CEBPE, CHD8, CHURC1, CHURC1-FNTB, CMA1, CPNE6, CRIP1, CRIP2, CYP46A1, DACT1, DAD1, DHRS2, DICER1, DLK1, DPF3, EDDM3B, EIF2B2, ERO1L, ESR2, ESRRB, EVL, FERMT2, FNTB, FOS, FOXA1, FOXG1, FUT8, G2E3, GLRX5, GMFB, GNPNAT1, GPR65, GSC, HECTD1, HIF1A, HSPA2, IL25, JAG2, KIF26A, LGALS3, MAX, MDGA2, MMP14, MNAT1, MPP5, MYH6, MYH7, NDRG2, NEDD8, NFATC4, NKX2-1, NKX2-8, NRL, NRXN3, NUBPL, NUMB, OTX2, PAX9, PGF, PNMA1, PPP2R3C, PRKD1, PROX2, PSEN1, PTGDR, RCOR1, REC8, RIPK3, RPGRIP1, RPL10L, RTL1, RTN1, SALL2, SAV1, SERPINA5, SIX1, SIX4, SIX6, SLC24A4, SLC8A3, SMOC1, SPTB, SSTR1, STYX, TBPL2, TCL1A, TDRD9, TGFB3, TGM1, TMED10, TNFAIP2, TRIP11, TSHR, TSSK4, TTC8, VASH1, VIPAS39, VSX2, WARS, YY1, ZBTB1, ZFP36L1"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0051171,BP,e,regulation of nitrogen compound metabolic process,137/582,142/672,2.33e-05,4,137,0.00286,"ACIN1, ADCY4, AJUBA, AKAP6, AKT1, ANG, APEX1, APOPT1, ARID4A, ATXN3, BAG5, BATF, BAZ1A, BCL11B, BDKRB1, BDKRB2, BRF1, BRMS1L, C14orf166, C14orf39, CALM1, CCDC88C, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, DACT1, DICER1, DIO2, DPF3, EAPP, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FNTB, FOS, FOXA1, FOXG1, FOXN3, GMFB, GSC, GTF2A1, HIF1A, HOMEZ, HSP90AA1, HSPA2, IFI27, IL25, INSM2, IRF9, JDP2, MAP3K9, MAX, MMP14, MNAT1, MOAP1, MTA1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NGDN, NKX2-1, NKX2-8, NRL, OTX2, PABPN1, PAX9, PELI2, PNN, PPM1A, PPP2R3C, PPP4R4, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, RALGAPA1, RBM25, RCOR1, RIPK3, RNF31, RPS6KA5, SALL2, SAMD4A, SERPINA1, SERPINA10, SERPINA11, SERPINA12, SERPINA3, SERPINA4, SERPINA5, SERPINA6, SERPINA9, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SNAPC1, SNW1, SNX6, SOCS4, STRN3, SUPT16H, TBPL2, TGFB3, TINF2, TMX1, TRAF3, TSSK4, TTC5, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0044260,BP,e,cellular macromolecule metabolic process,72/582,72/672,2.8e-05,4,72,0.00335,"AKT1, ALKBH1, APEX1, AREL1, ARID4A, ASB2, ATXN3, BATF, BAZ1A, BCL11B, CALM1, CINP, DIO2, EIF2B2, EIF2S1, EIF5, FANCM, FOS, FUT8, HECTD1, HIF1A, JKAMP, LGMN, METTL17, METTL3, MLH3, MNAT1, MRPL52, NEDD8, NYNRIN, PARP2, POLE2, PPP1R3E, PPP2R5C, PRMT5, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PYGL, RAD51B, REC8, RNASE2, RNASE3, RNASE6, RPL10L, RPL36AL, RPS29, RPS6KA5, SETD3, SRP54, SUPT16H, TDP1, TDRD9, TEP1, TINF2, TMX1, TRIM9, TRIP11, TRMT61A, TTC5, VCPKMT, VRTN, WARS, XRCC3, YY1, ZFP36L1, ZFYVE26"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0090304,BP,e,nucleic acid metabolic process,113/582,116/672,3.48e-05,5,113,0.00407,"ACIN1, AJUBA, AKT1, ALKBH1, ANG, APEX1, ARID4A, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf166, CCNK, CEBPE, CHD8, CHURC1, CINP, CPSF2, DDX24, DICER1, DPF3, ELMSAN1, ESR2, ESRRB, FANCM, FCF1, FOS, FOXG1, FOXN3, GEMIN2, GTF2A1, HIF1A, HNRNPC, HOMEZ, INSM2, IRF9, JDP2, KIAA0391, LGALS3, LIN52, MAP3K9, MAX, METTL3, MLH3, MNAT1, NFATC4, NKX2-8, NRL, NYNRIN, OSGEP, PABPN1, PAPOLA, PARP2, PAX9, PNN, POLE2, PPM1A, PRMT5, PROX2, PRPF39, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, RAD51B, RBM23, RBM25, REC8, RNASE2, RNASE3, RNASE4, RNASE6, RPS29, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SRSF5, SUPT16H, TBPL2, TDP1, TDRD9, TEP1, TINF2, TMX1, TRIP11, TRMT61A, TTC5, TTLL5, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0060255,BP,e,regulation of macromolecule metabolic process,135/582,140/672,3.72e-05,4,135,0.00424,"ACIN1, ADCY4, AJUBA, AKAP6, AKT1, ALKBH1, ANG, APEX1, APOPT1, ARID4A, ATXN3, BAG5, BATF, BAZ1A, BCL11B, BDKRB1, BDKRB2, BRF1, BRMS1L, C14orf166, C14orf39, CALM1, CCDC88C, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, CRIP1, DACT1, DICER1, DIO2, DPF3, EAPP, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FNTB, FOS, FOXA1, FOXG1, FOXN3, GMFB, GSC, GTF2A1, HIF1A, HOMEZ, HSPA2, IFI27, IL25, INSM2, IRF9, JDP2, MAP3K9, MAX, MMP14, MNAT1, MOAP1, MTA1, NDRG2, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NGDN, NKX2-1, NKX2-8, NRL, OTX2, PABPN1, PAX9, PELI2, PNN, PPM1A, PPP2R3C, PPP4R4, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA6, PSME1, RALGAPA1, RBM25, RCOR1, RIPK3, RNF31, RPS29, RPS6KA5, SALL2, SAMD4A, SERPINA1, SERPINA10, SERPINA11, SERPINA12, SERPINA3, SERPINA4, SERPINA5, SERPINA6, SERPINA9, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SNAPC1, SNW1, SNX6, SOCS4, STRN3, SUPT16H, TBPL2, TDRD9, TGFB3, TINF2, TMX1, TRAF3, TSSK4, TTC5, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0031323,BP,e,regulation of cellular metabolic process,131/582,136/672,5.93e-05,4,131,0.00645,"ACIN1, ADCY4, AJUBA, AKAP6, AKT1, ANG, APEX1, ARID4A, ATG14, ATXN3, BATF, BAZ1A, BCL11B, BDKRB1, BDKRB2, BRF1, BRMS1L, C14orf166, C14orf39, CALM1, CCDC88C, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, DACT1, DICER1, DIO2, DPF3, EAPP, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FBLN5, FNTB, FOS, FOXA1, FOXG1, FOXN3, GMFB, GSC, GTF2A1, HIF1A, HOMEZ, HSP90AA1, HSPA2, IL25, INSM2, IRF9, JDP2, MAP3K9, MAX, MMP14, MNAT1, MTA1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NGDN, NKX2-1, NKX2-8, NPC2, NRL, OTX2, PABPN1, PAX9, PELI2, PNN, PPM1A, PPP1R36, PPP2R3C, PPP4R4, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, RALGAPA1, RBM25, RCOR1, RIPK3, RNF31, RPS6KA5, SALL2, SAMD4A, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SMEK1, SNAPC1, SNW1, SNX6, SOCS4, STRN3, SUPT16H, TBPL2, TGFB3, TINF2, TMX1, TRAF3, TSSK4, TTC5, VASH1, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZFYVE1, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0006950,BP,e,response to stress            ,95/582,97/672,7.64e-05,2,95,0.00785,"ADCY4, ADSSL1, AHSA1, AJUBA, AK7, AKT1, ALKBH1, ANG, APEX1, ATXN3, BATF, BCL2L2, BCL2L2-PABPN1, BDKRB1, BDKRB2, CALM1, CCNK, CEBPE, CGRRF1, CHURC1-FNTB, CIDEB, CINP, CRIP1, DHRS2, DICER1, EGLN3, EIF2B2, EIF2S1, ERO1L, FANCM, FNTB, FOS, FOXN3, GCH1, GPR132, GPR68, GPX2, HIF1A, HSP90AA1, HSPA2, IL25, IRF9, JKAMP, LGALS3, LGMN, LTB4R, MAX, MBIP, MLH3, MMP14, MNAT1, NFATC4, NFKBIA, PARP2, PELI2, PGF, PNMA1, POLE2, PPP2R5C, PRKD1, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, RAD51B, REC8, RIPK3, RNASE3, RNASE6, RNASE7, RPS6KA5, SCFD1, SEL1L, SERPINA1, SERPINA3, SNW1, SRSF5, SSTR1, SUPT16H, TDP1, TGFB3, TMX1, TRAF3, TTC5, VASH1, XRCC3, YY1, ZBTB1, ZFYVE26"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0051716,BP,e,cellular response to stimulus ,65/582,65/672,7.67e-05,2,65,0.00785,"ADCY4, ADSSL1, AKAP6, AKT1, ALKBH1, APEX1, ATXN3, BATF, BCL2L2, BCL2L2-PABPN1, CALM1, CCNK, CEBPE, CIDEB, CINP, CMA1, CRIP1, DHRS2, EGLN3, EIF2B2, EIF2S1, ERO1L, FANCM, FNTB, FOS, FOXN3, GNG2, HIF1A, JKAMP, MAX, MBIP, MLH3, MNAT1, NFATC4, NFKBIA, PARP2, PCK2, PGF, POLE2, PPP2R5C, PRKD1, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, PTGER2, RAD51B, REC8, RPS6KA5, SEL1L, SLC8A3, SNW1, SSTR1, SUPT16H, TDP1, TTC5, XRCC3, YY1, ZFYVE26"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0048523,BP,e,negative regulation of cellular process,96/582,98/672,7.71e-05,4,96,0.00785,"ACIN1, AJUBA, AKT1, ALKBH1, ANG, APEX1, AREL1, ARF6, ARID4A, BAG5, BCL11B, BCL2L2, BCL2L2-PABPN1, BDKRB1, BDKRB2, CALM1, CGRRF1, CHD8, CHURC1-FNTB, CLMN, DACT1, DAD1, DHRS2, DICER1, DLK1, EAPP, ERO1L, ESR2, FNTB, FOXA1, FOXG1, FOXN3, G2E3, GMFB, GSC, HIF1A, HNRNPC, JDP2, KIF26A, LGMN, MAP3K9, MMP14, MNAT1, NDRG2, NFKBIA, NKX2-1, NKX2-8, NUMB, PAX9, PPM1A, PPP1R13B, PPP1R36, PPP2R5C, PPP4R4, PRKCH, PRKD1, PRMT5, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, RCOR1, RGS6, RPS6KA5, SALL2, SAMD4A, SAV1, SIX1, SIX4, SLIRP, SNW1, SNX6, SOCS4, SPTB, SSTR1, STRN3, SYNJ2BP, TBPL2, TGFB3, TINF2, TRIM9, VASH1, VSX2, WARS, YLPM1, YY1, ZBTB1, ZBTB42, ZFP36L1, ZFYVE1, ZNF219"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0048856,BP,e,anatomical structure development,91/582,93/672,0.000124,2,91,0.0124,"AK7, AKT1, ALKBH1, AMN, ANG, ARF6, ARG2, ARHGAP5, ARID4A, ATXN3, BCL11B, C14orf39, CATSPERB, CCDC85C, CCNB1IP1, CCNK, CDKL1, CHD8, CHURC1, CHURC1-FNTB, CMA1, CPNE6, CRIP1, CRIP2, CYP46A1, DAD1, DICER1, DLK1, DPF3, EDDM3B, EIF2B2, ESR2, ESRRB, EVL, FNTB, FOS, FOXA1, FOXG1, FUT8, G2E3, GLRX5, GMFB, GNPNAT1, GPR65, GSC, HIF1A, HSPA2, IL25, JAG2, KIF26A, LGALS3, MAX, MMP14, MNAT1, MYH6, MYH7, NDRG2, NFATC4, NKX2-1, NKX2-8, NRL, NUMB, OTX2, PAX9, PGF, PNMA1, PPP2R3C, PROX2, PSEN1, REC8, RIPK3, RPGRIP1, RTL1, SALL2, SAV1, SIX1, SIX4, SLC8A3, SMOC1, SPTB, SSTR1, TBPL2, TCL1A, TDRD9, TGFB3, TMED10, TRIP11, TSSK4, TTC8, VSX2, ZBTB1"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0009058,BP,e,biosynthetic process          ,103/582,106/672,0.000143,2,103,0.0136,"ADCY4, ADSSL1, AJUBA, AK7, AKT1, ANG, APEX1, ARG2, ARID4A, ATP5S, ATXN3, BATF, BAZ1A, BRF1, BRMS1L, C14orf1, C14orf166, CCNK, CEBPE, CHD8, CHURC1, COQ6, CPSF2, CYP46A1, DEGS2, DIO2, DIO3, DPF3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FOS, FOXG1, FOXN3, FUT8, GCH1, GMPR2, GNPNAT1, GPHN, GSTZ1, GTF2A1, HIF1A, HOMEZ, INSM2, IRF9, JDP2, LIN52, MAP3K9, MAX, METTL17, MGAT2, MNAT1, MRPL52, MTHFD1, NFATC4, NKX2-8, NOXRED1, NRL, PABPN1, PAPOLA, PAX9, PCK2, PIGH, PLD4, PNN, PNP, PPM1A, PRKD1, PRMT5, PROX2, PYGL, RPL10L, RPL36AL, RPS29, RPS6KA5, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SPTB, SPTLC2, SPTSSA, SRP54, SRSF5, SUPT16H, TBPL2, TRIP11, TTLL5, VIPAS39, VSX2, WARS, YLPM1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:1901576,BP,e,organic substance biosynthetic process,102/582,105/672,0.000145,3,102,0.0136,"ADCY4, ADSSL1, AJUBA, AK7, AKT1, ANG, APEX1, ARG2, ARID4A, ATP5S, ATXN3, BATF, BAZ1A, BRF1, BRMS1L, C14orf1, C14orf166, CCNK, CEBPE, CHD8, CHURC1, COQ6, CPSF2, CYP46A1, DEGS2, DIO2, DPF3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FOS, FOXG1, FOXN3, FUT8, GCH1, GMPR2, GNPNAT1, GPHN, GSTZ1, GTF2A1, HIF1A, HOMEZ, INSM2, IRF9, JDP2, LIN52, MAP3K9, MAX, METTL17, MGAT2, MNAT1, MRPL52, MTHFD1, NFATC4, NKX2-8, NOXRED1, NRL, PABPN1, PAPOLA, PAX9, PCK2, PIGH, PLD4, PNN, PNP, PPM1A, PRKD1, PRMT5, PROX2, PYGL, RPL10L, RPL36AL, RPS29, RPS6KA5, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SPTB, SPTLC2, SPTSSA, SRP54, SRSF5, SUPT16H, TBPL2, TRIP11, TTLL5, VIPAS39, VSX2, WARS, YLPM1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0050896,BP,e,response to stimulus          ,125/582,130/672,0.000148,1,125,0.0136,"ADCY4, ADSSL1, AHSA1, AJUBA, AK7, AKAP6, AKT1, ALKBH1, ANG, APEX1, ATXN3, BATF, BCL2L2, BCL2L2-PABPN1, BDKRB1, BDKRB2, CALM1, CCNK, CEBPE, CGRRF1, CHURC1-FNTB, CIDEB, CINP, CMA1, CNIH1, CRIP1, DAD1, DHRS2, DICER1, DNAAF2, EGLN3, EIF2B2, EIF2S1, ERO1L, FANCM, FNTB, FOS, FOXA1, FOXN3, GCH1, GNG2, GPR132, GPR65, GPR68, GPX2, HIF1A, HSP90AA1, HSPA2, IL25, IRF9, JKAMP, LGALS3, LGMN, LTB4R, MAX, MBIP, MLH3, MMP14, MNAT1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NKX2-1, NPC2, NRL, PARP2, PAX9, PCK2, PELI2, PGF, PNMA1, PNP, POLE2, PPP2R5C, PRKD1, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, PTGER2, RAD51B, RDH11, RDH12, REC8, RIPK3, RNASE3, RNASE6, RNASE7, RPGRIP1, RPS6KA5, SCFD1, SEL1L, SERPINA1, SERPINA3, SIVA1, SLC24A4, SLC7A8, SLC8A3, SNW1, SPATA7, SRP54, SRSF5, SSTR1, STRN3, SUPT16H, SYNDIG1L, TDP1, TGFB3, TMED10, TMX1, TRAF3, TTC5, VASH1, VSX2, XRCC3, YY1, ZBTB1, ZFYVE26"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0051179,BP,e,localization                  ,110/582,114/672,0.000237,1,110,0.0214,"ABCD4, ACTN1, ADCY4, AJUBA, AK7, AKAP5, AKAP6, AKT1, AMN, AP1G2, AP5M1, ARF6, ATP5S, ATP6V1D, BDKRB2, CALM1, CEBPE, CHMP4A, CNIH1, CPNE6, CPSF2, DLGAP5, DYNC1H1, ERO1L, EVL, EXOC3L4, EXOC5, FBLN5, FERMT2, FLVCR2, FRMD6, GOLGA5, HIF1A, HSP90AA1, IFT43, IPO4, JPH4, KCNK10, KLC1, KTN1, LRP10, LTBP2, MLH3, MPP5, NEDD8, NEDD8-MDP1, NEMF, NFKBIA, NGB, NIN, NPC2, NRXN3, OXA1L, PABPN1, PACS2, PRIMA1, PRKD1, PSEN1, RAB15, RAB2B, REM2, RIN3, RP11-1012A1.4, RP11-73M18.2, RPS29, SCFD1, SEC23A, SERPINA1, SERPINA5, SERPINA6, SIX1, SLC10A1, SLC22A17, SLC24A4, SLC25A21, SLC25A29, SLC25A47, SLC35F4, SLC38A6, SLC39A2, SLC39A9, SLC7A7, SLC7A8, SLC8A3, SNW1, SNX6, SRP54, SRSF5, STON2, STXBP6, SYNE2, SYNJ2BP, TGFB3, TIMM9, TINF2, TM9SF1, TMED10, TMED8, TMX1, TNFAIP2, TOMM20L, TRAPPC6B, TRIM9, TRIP11, TTC8, UNC79, VIPAS39, VTI1B, YY1, ZDHHC22"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0044271,BP,e,cellular nitrogen compound biosynthetic process,86/582,88/672,0.000311,4,86,0.0276,"ADCY4, ADSSL1, AJUBA, AK7, AKT1, ANG, APEX1, ARG2, ARID4A, ATP5S, ATXN3, BATF, BAZ1A, BRF1, BRMS1L, C14orf166, CCNK, CEBPE, CHD8, CHURC1, CPSF2, DEGS2, DPF3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FOS, FOXG1, FOXN3, GCH1, GMPR2, GNPNAT1, GTF2A1, HIF1A, HOMEZ, INSM2, IRF9, JDP2, LIN52, MAP3K9, MAX, METTL17, MNAT1, MRPL52, MTHFD1, NFATC4, NKX2-8, NRL, PABPN1, PAPOLA, PAX9, PNN, PNP, PPM1A, PRMT5, PROX2, RPL10L, RPL36AL, RPS29, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SPTB, SPTLC2, SRP54, SRSF5, SUPT16H, TBPL2, TRIP11, TTLL5, VIPAS39, VSX2, WARS, YLPM1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZNF219, ZNF410"
